r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,Q
0.098,0.073,0.026,0.13,0.129,0.143,0.054,0.127,0.09,0.13,0,0,0,0,0,0,0,0,0,0,477.9447687
0.079,0.173,0.08,0.076,0.07,0.079,0.044,0.164,0.174,0.061,0,0,0,0,0,0,0,0,0,0,547.5806968
0.153,0.187,0.034,0.026,0.032,0.075,0.111,0.141,0.177,0.064,0,0,0,0,0,0,0,0,0,0,360.5881552
0.036,0.06,0.007,0.174,0.215,0.183,0.063,0.216,0.022,0.024,0,0,0,0,0,0,0,0,0,0,900.2431605
0.17,0.024,0.027,0.056,0.193,0.093,0.111,0.17,0.092,0.064,0,0,0,0,0,0,0,0,0,0,337.3615196
0.029,0.23,0.101,0.111,0.227,0.048,0.052,0.046,0.011,0.145,0,0,0,0,0,0,0,0,0,0,1031.072816
0.104,0.088,0.053,0.078,0.132,0.131,0.031,0.128,0.12,0.135,0,0,0,0,0,0,0,0,0,0,460.3287882
0.063,0.118,0.073,0.157,0.152,0.146,0.023,0.081,0.097,0.09,0,0,0,0,0,0,0,0,0,0,631.6601148
0.108,0.138,0.156,0.03,0.021,0.169,0.024,0.192,0.016,0.146,0,0,0,0,0,0,0,0,0,0,449.3665177
0.085,0.097,0.091,0.165,0.034,0.145,0.144,0.09,0.09,0.059,0,0,0,0,0,0,0,0,0,0,522.7863989
0.11,0.035,0.085,0.031,0.023,0.198,0.15,0.174,0.152,0.042,0,0,0,0,0,0,0,0,0,0,444.3800106
0.142,0.036,0.015,0.014,0.177,0.098,0.144,0.027,0.172,0.175,0,0,0,0,0,0,0,0,0,0,378.1360944
0.125,0.029,0.128,0.122,0.081,0.114,0.12,0.091,0.094,0.096,0,0,0,0,0,0,0,0,0,0,409.7580892
0.071,0.113,0.132,0.168,0.091,0.163,0.116,0.017,0.119,0.01,0,0,0,0,0,0,0,0,0,0,585.5712663
0.054,0.152,0.062,0.198,0.172,0.027,0.118,0.065,0.105,0.047,0,0,0,0,0,0,0,0,0,0,696.1679036
0.134,0.091,0.03,0.141,0.097,0.056,0.155,0.19,0.073,0.033,0,0,0,0,0,0,0,0,0,0,392.1259203
0.036,0.102,0.043,0.083,0.06,0.057,0.154,0.096,0.187,0.182,0,0,0,0,0,0,0,0,0,0,901.0106156
0.011,0.128,0.142,0.089,0.061,0.17,0.078,0.171,0.023,0.127,0,0,0,0,0,0,0,0,0,0,1908.615076
0.122,0.094,0.009,0.004,0.182,0.101,0.022,0.12,0.174,0.172,0,0,0,0,0,0,0,0,0,0,416.2252321
0.104,0.024,0.17,0.056,0.128,0.093,0.186,0.172,0.026,0.041,0,0,0,0,0,0,0,0,0,0,460.2531242
0.257,0.057,0.058,0.101,0.047,0.089,0.172,0.138,0.055,0.026,0,0,0,0,0,0,0,0,0,0,259.5112208
0.039,0.047,0.163,0.135,0.117,0.142,0.105,0.018,0.053,0.181,0,0,0,0,0,0,0,0,0,0,855.6506838
0.009,0.083,0.111,0.176,0.163,0.165,0.014,0.067,0.04,0.172,0,0,0,0,0,0,0,0,0,0,2167.581256
0.13,0.149,0.134,0.143,0.056,0.008,0.033,0.122,0.096,0.129,0,0,0,0,0,0,0,0,0,0,399.6342135
0.052,0.234,0.174,0.039,0.145,0.082,0.05,0.007,0.035,0.182,0,0,0,0,0,0,0,0,0,0,712.7660627
0.11,0.155,0.051,0.163,0.012,0.031,0.156,0.111,0.184,0.027,0,0,0,0,0,0,0,0,0,0,444.2060649
0.031,0.024,0.131,0.11,0.142,0.105,0.066,0.143,0.106,0.142,0,0,0,0,0,0,0,0,0,0,990.1284815
0.086,0.038,0.144,0.015,0.119,0.18,0.168,0.016,0.089,0.145,0,0,0,0,0,0,0,0,0,0,519.0743417
0.098,0.17,0.114,0.104,0.182,0.122,0.083,0.063,0.009,0.055,0,0,0,0,0,0,0,0,0,0,477.6332801
0.149,0.131,0.031,0.112,0.094,0.133,0.07,0.126,0.006,0.148,0,0,0,0,0,0,0,0,0,0,366.6418488
0.09,0.138,0.1,0.201,0.03,0.102,0.014,0.044,0.161,0.12,0,0,0,0,0,0,0,0,0,0,504.2034267
0.039,0.005,0.082,0.221,0.038,0.187,0.048,0.219,0.056,0.105,0,0,0,0,0,0,0,0,0,0,856.1124823
0.059,0.067,0.154,0.159,0.16,0.02,0.072,0.14,0.004,0.165,0,0,0,0,0,0,0,0,0,0,658.4384031
0.045,0.251,0.118,0.015,0.16,0.168,0.045,0.098,0.076,0.024,0,0,0,0,0,0,0,0,0,0,780.9586777
0.126,0.101,0.034,0.114,0.059,0.128,0.086,0.009,0.184,0.159,0,0,0,0,0,0,0,0,0,0,407.7462753
0.094,0.215,0.076,0.092,0.139,0.036,0.072,0.127,0.11,0.039,0,0,0,0,0,0,0,0,0,0,490.4582699
0.058,0.159,0.093,0.081,0.152,0.078,0.131,0.094,0.095,0.059,0,0,0,0,0,0,0,0,0,0,665.5253468
0.043,0.103,0.016,0.115,0.066,0.198,0.23,0.048,0.144,0.037,0,0,0,0,0,0,0,0,0,0,804.6537357
0.123,0.106,0.051,0.074,0.144,0.161,0.111,0.109,0.07,0.051,0,0,0,0,0,0,0,0,0,0,413.9171409
0.04,0.047,0.149,0.137,0.095,0.146,0.157,0.153,0.017,0.059,0,0,0,0,0,0,0,0,0,0,841.9948611
0.087,0.098,0.022,0.131,0.191,0.132,0.043,0.125,0.11,0.061,0,0,0,0,0,0,0,0,0,0,515.2080148
0.159,0.003,0.097,0.12,0.102,0.148,0.062,0.145,0.021,0.143,0,0,0,0,0,0,0,0,0,0,351.9275575
0.027,0.068,0.019,0.035,0.127,0.174,0.184,0.068,0.155,0.143,0,0,0,0,0,0,0,0,0,0,1081.47944
0.135,0.121,0.028,0.16,0.086,0.015,0.032,0.105,0.176,0.142,0,0,0,0,0,0,0,0,0,0,390.3133638
0.033,0.131,0.127,0.173,0.157,0.165,0.025,0.037,0.095,0.057,0,0,0,0,0,0,0,0,0,0,950.403172
0.013,0.174,0.015,0.054,0.193,0.092,0.209,0.101,0.056,0.093,0,0,0,0,0,0,0,0,0,0,1717.175596
0.063,0.113,0.192,0.106,0.194,0.144,0.005,0.152,0.022,0.009,0,0,0,0,0,0,0,0,0,0,631.3886393
0.036,0.136,0.014,0.023,0.151,0.06,0.15,0.14,0.137,0.153,0,0,0,0,0,0,0,0,0,0,900.839957
0.166,0.023,0.199,0.056,0.189,0.117,0.111,0.073,0.015,0.051,0,0,0,0,0,0,0,0,0,0,342.3671007
0.196,0.13,0.016,0.122,0.042,0.053,0.019,0.2,0.11,0.112,0,0,0,0,0,0,0,0,0,0,308.2398365
0.117,0.09,0.085,0.041,0.123,0.076,0.146,0.029,0.16,0.133,0,0,0,0,0,0,0,0,0,0,427.2937032
0.007,0.016,0.217,0.138,0.118,0.017,0.043,0.138,0.189,0.117,0,0,0,0,0,0,0,0,0,0,2523.074682
0.076,0.131,0.068,0.143,0.142,0.035,0.14,0.025,0.096,0.144,0,0,0,0,0,0,0,0,0,0,561.0943406
0.067,0.008,0.012,0.201,0.071,0.117,0.082,0.197,0.124,0.121,0,0,0,0,0,0,0,0,0,0,608.0614467
0.042,0.074,0.105,0.028,0.007,0.207,0.19,0.085,0.038,0.224,0,0,0,0,0,0,0,0,0,0,817.0129153
0.12,0.129,0.083,0.031,0.182,0.074,0.174,0.01,0.155,0.042,0,0,0,0,0,0,0,0,0,0,420.4146551
0.084,0.09,0.004,0.157,0.127,0.052,0.169,0.036,0.136,0.145,0,0,0,0,0,0,0,0,0,0,526.8791104
0.105,0.068,0.11,0.13,0.121,0.083,0.135,0.112,0.066,0.07,0,0,0,0,0,0,0,0,0,0,457.4465906
0.145,0.171,0.048,0.063,0.125,0.064,0.041,0.088,0.172,0.083,0,0,0,0,0,0,0,0,0,0,373.0117994
0.053,0.01,0.128,0.126,0.149,0.101,0.132,0.152,0.034,0.115,0,0,0,0,0,0,0,0,0,0,704.9070617
0.156,0.074,0.109,0.176,0.06,0.04,0.1,0.089,0.065,0.131,0,0,0,0,0,0,0,0,0,0,356.1411336
0.067,0.153,0.122,0.084,0.087,0.051,0.139,0.059,0.096,0.142,0,0,0,0,0,0,0,0,0,0,607.6026528
0.01,0.151,0.089,0.128,0.157,0.055,0.027,0.079,0.15,0.154,0,0,0,0,0,0,0,0,0,0,2028.095948
0.027,0.138,0.083,0.18,0.185,0.011,0.09,0.127,0.094,0.065,0,0,0,0,0,0,0,0,0,0,1079.563023
0.057,0.148,0.07,0.019,0.191,0.182,0.075,0.043,0.067,0.148,0,0,0,0,0,0,0,0,0,0,673.0081667
0.043,0.103,0.123,0.016,0.117,0.038,0.179,0.016,0.197,0.168,0,0,0,0,0,0,0,0,0,0,804.8023074
0.034,0.115,0.128,0.081,0.075,0.167,0.084,0.1,0.077,0.139,0,0,0,0,0,0,0,0,0,0,933.3304619
0.088,0.15,0.067,0.125,0.021,0.126,0.019,0.011,0.214,0.179,0,0,0,0,0,0,0,0,0,0,511.5520846
0.084,0.119,0.024,0.056,0.135,0.029,0.149,0.145,0.134,0.125,0,0,0,0,0,0,0,0,0,0,526.9190956
0.083,0.129,0.096,0.132,0.087,0.071,0.119,0.102,0.113,0.068,0,0,0,0,0,0,0,0,0,0,530.6914448
0.176,0.132,0.103,0.027,0.151,0.09,0.031,0.064,0.016,0.21,0,0,0,0,0,0,0,0,0,0,329.9487051
0.07,0.03,0.089,0.171,0.16,0.041,0.118,0.192,0.083,0.046,0,0,0,0,0,0,0,0,0,0,591.1546563
0.172,0.097,0.037,0.024,0.177,0.044,0.153,0.062,0.11,0.124,0,0,0,0,0,0,0,0,0,0,334.8441741
0.06,0.133,0.152,0.116,0.02,0.126,0.046,0.071,0.129,0.147,0,0,0,0,0,0,0,0,0,0,651.5118148
0.021,0.019,0.073,0.153,0.116,0.122,0.077,0.162,0.118,0.139,0,0,0,0,0,0,0,0,0,0,1268.116556
0.059,0.079,0.143,0.137,0.085,0.02,0.081,0.12,0.16,0.116,0,0,0,0,0,0,0,0,0,0,658.6227227
0.107,0.039,0.091,0.068,0.022,0.049,0.172,0.199,0.065,0.188,0,0,0,0,0,0,0,0,0,0,452.2453458
0.115,0.031,0.131,0.093,0.131,0.168,0.124,0.127,0.012,0.068,0,0,0,0,0,0,0,0,0,0,431.8925015
0.03,0.022,0.147,0.112,0.171,0.168,0.129,0.087,0.106,0.028,0,0,0,0,0,0,0,0,0,0,1010.385074
0.155,0.101,0.101,0.089,0.097,0.026,0.06,0.137,0.109,0.125,0,0,0,0,0,0,0,0,0,0,357.6217813
0.164,0.114,0.122,0.109,0.033,0.171,0.005,0.007,0.174,0.101,0,0,0,0,0,0,0,0,0,0,345.0347133
0.018,0.124,0.095,0.102,0.166,0.159,0.076,0.051,0.034,0.175,0,0,0,0,0,0,0,0,0,0,1396.337849
0.121,0.069,0.147,0.149,0.007,0.062,0.023,0.133,0.133,0.156,0,0,0,0,0,0,0,0,0,0,418.2792035
0.028,0.171,0.106,0.202,0.03,0.005,0.144,0.166,0.118,0.03,0,0,0,0,0,0,0,0,0,0,1054.946494
0.1,0.067,0.211,0.029,0.097,0.14,0.136,0.028,0.097,0.095,0,0,0,0,0,0,0,0,0,0,471.7510116
0.121,0.105,0.026,0.138,0.021,0.063,0.142,0.138,0.124,0.122,0,0,0,0,0,0,0,0,0,0,418.3276545
0.1,0.105,0.164,0.031,0.135,0.128,0.013,0.056,0.025,0.243,0,0,0,0,0,0,0,0,0,0,471.7712236
0.143,0.087,0.149,0.148,0.081,0.148,0.031,0.007,0.112,0.094,0,0,0,0,0,0,0,0,0,0,376.2474246
0.054,0.058,0.206,0.167,0.111,0.112,0.03,0.097,0.068,0.097,0,0,0,0,0,0,0,0,0,0,696.2293692
0.065,0.127,0.062,0.142,0.111,0.116,0.136,0.06,0.005,0.176,0,0,0,0,0,0,0,0,0,0,619.3583461
0.133,0.041,0.132,0.154,0.115,0.123,0.097,0.021,0.154,0.03,0,0,0,0,0,0,0,0,0,0,393.9371771
0.09,0.044,0.034,0.165,0.022,0.157,0.067,0.111,0.189,0.121,0,0,0,0,0,0,0,0,0,0,504.4898846
0.078,0.102,0.055,0.109,0.07,0.063,0.115,0.135,0.146,0.127,0,0,0,0,0,0,0,0,0,0,552.1644979
0.043,0.087,0.088,0.129,0.17,0.05,0.086,0.115,0.073,0.159,0,0,0,0,0,0,0,0,0,0,804.5103393
0.136,0.075,0.051,0.093,0.027,0.166,0.083,0.091,0.156,0.122,0,0,0,0,0,0,0,0,0,0,388.5345193
0.167,0.144,0.048,0.082,0.128,0.038,0.136,0.145,0.068,0.044,0,0,0,0,0,0,0,0,0,0,341.0963358
0.028,0.143,0.054,0.187,0.068,0.076,0.178,0.042,0.089,0.135,0,0,0,0,0,0,0,0,0,0,1055.350109
0.106,0.007,0.126,0.145,0.028,0.102,0.044,0.111,0.178,0.153,0,0,0,0,0,0,0,0,0,0,454.886722
0.163,0.057,0.109,0.058,0.095,0.135,0.139,0.072,0.133,0.039,0,0,0,0,0,0,0,0,0,0,346.410767
0.037,0.107,0.106,0.132,0.11,0.139,0.011,0.091,0.124,0.143,0,0,0,0,0,0,0,0,0,0,884.6962858
0.006,0.119,0.051,0.158,0.108,0.091,0.03,0.162,0.149,0.126,0,0,0,0,0,0,0,0,0,0,2802.96881
0.122,0.098,0.097,0.06,0.061,0.085,0.098,0.102,0.105,0.172,0,0,0,0,0,0,0,0,0,0,416.1346355
0.104,0.014,0.02,0.111,0.148,0.054,0.158,0.176,0.173,0.042,0,0,0,0,0,0,0,0,0,0,460.4455757
0.134,0.101,0.116,0.044,0.191,0.079,0.062,0.119,0.025,0.129,0,0,0,0,0,0,0,0,0,0,392.0753688
0.136,0.146,0.092,0.134,0.113,0.092,0.103,0.171,0.006,0.007,0,0,0,0,0,0,0,0,0,0,388.3435483
0.23,0.036,0.099,0.095,0.112,0.105,0.098,0.128,0.055,0.042,0,0,0,0,0,0,0,0,0,0,278.4672329
0.018,0.119,0.071,0.05,0.162,0.156,0.103,0.157,0.104,0.06,0,0,0,0,0,0,0,0,0,0,1397.124505
0.155,0.158,0.142,0.095,0.018,0.081,0.051,0.163,0.077,0.06,0,0,0,0,0,0,0,0,0,0,357.5487928
0.109,0.073,0.188,0.184,0.105,0.029,0.068,0.068,0.099,0.077,0,0,0,0,0,0,0,0,0,0,446.6782044
0.099,0.142,0.059,0.085,0.127,0.039,0.109,0.124,0.104,0.112,0,0,0,0,0,0,0,0,0,0,474.8127437
0.097,0.133,0.069,0.183,0.071,0.039,0.063,0.093,0.114,0.138,0,0,0,0,0,0,0,0,0,0,480.940562
0.126,0.107,0.142,0.143,0.019,0.068,0.134,0.111,0.104,0.046,0,0,0,0,0,0,0,0,0,0,407.6209483
0.065,0.034,0.111,0.102,0.168,0.117,0.231,0.041,0.067,0.064,0,0,0,0,0,0,0,0,0,0,619.4575957
0.104,0.008,0.181,0.161,0.031,0.176,0.187,0.021,0.072,0.059,0,0,0,0,0,0,0,0,0,0,460.2077377
0.072,0.146,0.066,0.129,0.162,0.066,0.088,0.015,0.191,0.065,0,0,0,0,0,0,0,0,0,0,580.5682406
0.137,0.1,0.089,0.046,0.04,0.116,0.104,0.12,0.114,0.134,0,0,0,0,0,0,0,0,0,0,386.7112443
0.103,0.175,0.056,0.072,0.124,0.023,0.168,0.12,0.093,0.066,0,0,0,0,0,0,0,0,0,0,463.0228513
0.213,0.022,0.144,0.121,0.057,0.18,0.014,0.125,0.111,0.013,0,0,0,0,0,0,0,0,0,0,292.3677474
0.082,0.063,0.119,0.055,0.161,0.052,0.11,0.17,0.162,0.026,0,0,0,0,0,0,0,0,0,0,534.9192269
0.037,0.17,0.062,0.143,0.018,0.047,0.126,0.137,0.134,0.126,0,0,0,0,0,0,0,0,0,0,884.7910946
0.16,0.093,0.067,0.094,0.09,0.147,0.006,0.152,0.166,0.025,0,0,0,0,0,0,0,0,0,0,350.5055086
0.012,0.127,0.093,0.078,0.099,0.163,0.086,0.165,0.013,0.164,0,0,0,0,0,0,0,0,0,0,1807.012979
0.152,0.024,0.025,0.156,0.153,0.145,0.121,0.147,0.067,0.01,0,0,0,0,0,0,0,0,0,0,362.0782709
0.018,0.182,0.126,0.018,0.165,0.104,0.096,0.088,0.014,0.189,0,0,0,0,0,0,0,0,0,0,1396.028198
0.165,0.084,0.057,0.069,0.099,0.094,0.054,0.115,0.01,0.253,0,0,0,0,0,0,0,0,0,0,343.7807709
0.16,0.129,0.013,0.137,0.1,0.164,0.129,0.068,0.096,0.004,0,0,0,0,0,0,0,0,0,0,350.4574044
0.12,0.011,0.071,0.165,0.096,0.138,0.014,0.085,0.148,0.152,0,0,0,0,0,0,0,0,0,0,420.542395
0.014,0.094,0.134,0.185,0.014,0.17,0.116,0.013,0.177,0.083,0,0,0,0,0,0,0,0,0,0,1638.037739
0.168,0.172,0.017,0.097,0.047,0.087,0.157,0.114,0.09,0.051,0,0,0,0,0,0,0,0,0,0,339.8177057
0.01,0.112,0.064,0.15,0.178,0.004,0.109,0.124,0.147,0.102,0,0,0,0,0,0,0,0,0,0,2029.253191
0.023,0.111,0.03,0.172,0.12,0.187,0.112,0.111,0.098,0.036,0,0,0,0,0,0,0,0,0,0,1195.55318
0.169,0.11,0.116,0.171,0.086,0.033,0.007,0.076,0.136,0.096,0,0,0,0,0,0,0,0,0,0,338.5206678
0.084,0.083,0.05,0.036,0.087,0.122,0.159,0.117,0.146,0.116,0,0,0,0,0,0,0,0,0,0,526.9644194
0.079,0.146,0.136,0.004,0.079,0.186,0.127,0.165,0.073,0.005,0,0,0,0,0,0,0,0,0,0,547.4873578
0.036,0.179,0.094,0.098,0.127,0.057,0.175,0.018,0.132,0.084,0,0,0,0,0,0,0,0,0,0,899.8234412
0.129,0.016,0.209,0.153,0.039,0.016,0.109,0.116,0.12,0.093,0,0,0,0,0,0,0,0,0,0,401.6559828
0.129,0.062,0.045,0.184,0.08,0.088,0.152,0.11,0.028,0.122,0,0,0,0,0,0,0,0,0,0,401.6682289
0.005,0.233,0.087,0.07,0.014,0.141,0.07,0.186,0.18,0.014,0,0,0,0,0,0,0,0,0,0,2688.848161
0.087,0.009,0.108,0.203,0.222,0.024,0.165,0.007,0.02,0.155,0,0,0,0,0,0,0,0,0,0,515.1694022
0.133,0.099,0.017,0.053,0.179,0.024,0.032,0.107,0.128,0.228,0,0,0,0,0,0,0,0,0,0,394.0798016
0.095,0.004,0.16,0.041,0.109,0.138,0.12,0.164,0.127,0.042,0,0,0,0,0,0,0,0,0,0,487.452409
0.14,0.081,0.161,0.09,0.051,0.101,0.145,0.085,0.057,0.089,0,0,0,0,0,0,0,0,0,0,381.3614529
0.009,0.119,0.153,0.116,0.031,0.119,0.158,0.006,0.153,0.136,0,0,0,0,0,0,0,0,0,0,2168.619107
0.045,0.018,0.041,0.184,0.209,0.109,0.035,0.084,0.096,0.179,0,0,0,0,0,0,0,0,0,0,781.9623233
0.126,0.025,0.118,0.041,0.043,0.16,0.104,0.07,0.149,0.164,0,0,0,0,0,0,0,0,0,0,407.8000105
0.218,0.023,0.201,0.177,0.08,0.052,0.104,0.1,0.04,0.005,0,0,0,0,0,0,0,0,0,0,288.0536459
0.214,0.125,0.049,0.015,0.062,0.166,0.112,0.153,0.024,0.08,0,0,0,0,0,0,0,0,0,0,291.5140257
0.064,0.074,0.142,0.126,0.03,0.148,0.071,0.168,0.086,0.091,0,0,0,0,0,0,0,0,0,0,625.5602467
0.1,0.252,0.012,0.272,0.035,0.082,0.03,0.14,0.014,0.063,0,0,0,0,0,0,0,0,0,0,471.5512303
0.067,0.17,0.041,0.084,0.157,0.161,0.066,0.109,0.05,0.095,0,0,0,0,0,0,0,0,0,0,607.5528257
0.039,0.072,0.096,0.023,0.098,0.19,0.088,0.03,0.222,0.142,0,0,0,0,0,0,0,0,0,0,856.304106
0.086,0.179,0.086,0.019,0.066,0.188,0.108,0.095,0.148,0.025,0,0,0,0,0,0,0,0,0,0,518.9233223
0.045,0.059,0.124,0.171,0.113,0.09,0.078,0.123,0.06,0.137,0,0,0,0,0,0,0,0,0,0,781.6144273
0.1,0.145,0.118,0.152,0.118,0.089,0.081,0.04,0.026,0.131,0,0,0,0,0,0,0,0,0,0,471.6409987
0.231,0.038,0.077,0.175,0.037,0.084,0.135,0.069,0.123,0.031,0,0,0,0,0,0,0,0,0,0,277.7046498
0.163,0.12,0.106,0.059,0.099,0.157,0.103,0.037,0.072,0.084,0,0,0,0,0,0,0,0,0,0,346.3579804
0.145,0.144,0.012,0.133,0.093,0.148,0.124,0.138,0.02,0.043,0,0,0,0,0,0,0,0,0,0,372.9775026
0.006,0.021,0.026,0.161,0.139,0.129,0.129,0.143,0.071,0.175,0,0,0,0,0,0,0,0,0,0,2814.344006
0.016,0.006,0.165,0.166,0.044,0.062,0.081,0.107,0.158,0.195,0,0,0,0,0,0,0,0,0,0,1507.166637
0.113,0.038,0.026,0.111,0.137,0.216,0.028,0.131,0.031,0.169,0,0,0,0,0,0,0,0,0,0,436.8175944
0.105,0.188,0.013,0.123,0.059,0.008,0.081,0.086,0.184,0.153,0,0,0,0,0,0,0,0,0,0,457.519396
0.043,0.089,0.008,0.17,0.04,0.131,0.125,0.125,0.135,0.134,0,0,0,0,0,0,0,0,0,0,804.8791763
0.191,0.037,0.032,0.073,0.014,0.109,0.124,0.14,0.257,0.023,0,0,0,0,0,0,0,0,0,0,313.3979304
0.032,0.019,0.082,0.248,0.284,0.014,0.144,0.023,0.029,0.125,0,0,0,0,0,0,0,0,0,0,969.6759946
0.11,0.116,0.115,0.158,0.126,0.032,0.022,0.09,0.063,0.168,0,0,0,0,0,0,0,0,0,0,444.1528852
0.047,0.026,0.145,0.064,0.077,0.16,0.143,0.031,0.18,0.127,0,0,0,0,0,0,0,0,0,0,760.7847449
0.073,0.127,0.052,0.099,0.15,0.145,0.045,0.151,0.029,0.129,0,0,0,0,0,0,0,0,0,0,575.5857214
0.098,0.115,0.101,0.117,0.169,0.072,0.03,0.12,0.036,0.142,0,0,0,0,0,0,0,0,0,0,477.7889736
0.101,0.091,0.151,0.099,0.092,0.16,0.055,0.053,0.089,0.109,0,0,0,0,0,0,0,0,0,0,468.7756241
0.138,0.019,0.247,0.058,0.08,0.201,0.094,0.066,0.049,0.048,0,0,0,0,0,0,0,0,0,0,384.8200743
0.117,0.105,0.145,0.03,0.062,0.079,0.116,0.041,0.154,0.151,0,0,0,0,0,0,0,0,0,0,427.2648135
0.032,0.097,0.053,0.06,0.108,0.182,0.156,0.139,0.05,0.123,0,0,0,0,0,0,0,0,0,0,970.3106351
0.079,0.175,0.061,0.054,0.05,0.059,0.163,0.08,0.058,0.221,0,0,0,0,0,0,0,0,0,0,547.6485998
0.151,0.064,0.031,0.203,0.055,0.056,0.051,0.093,0.176,0.12,0,0,0,0,0,0,0,0,0,0,363.6274768
0.075,0.136,0.124,0.209,0.054,0.11,0.063,0.184,0.036,0.009,0,0,0,0,0,0,0,0,0,0,565.6083635
0.027,0.169,0.103,0.046,0.098,0.084,0.153,0.096,0.169,0.055,0,0,0,0,0,0,0,0,0,0,1080.037467
0.139,0.26,0.02,0.041,0.02,0.152,0.022,0.11,0.027,0.209,0,0,0,0,0,0,0,0,0,0,383.0917193
0.177,0.147,0.101,0.137,0.026,0.161,0.09,0.078,0.043,0.04,0,0,0,0,0,0,0,0,0,0,328.7150401
0.039,0.032,0.094,0.039,0.174,0.077,0.171,0.161,0.138,0.075,0,0,0,0,0,0,0,0,0,0,856.3097433
0.155,0.137,0.015,0.137,0.048,0.102,0.014,0.1,0.135,0.157,0,0,0,0,0,0,0,0,0,0,357.6363826
0.12,0.115,0.029,0.039,0.107,0.118,0.123,0.122,0.126,0.101,0,0,0,0,0,0,0,0,0,0,420.5217215
0.139,0.139,0.143,0.094,0.033,0.129,0.111,0.133,0.069,0.01,0,0,0,0,0,0,0,0,0,0,383.0445964
0.175,0.137,0.056,0.066,0.076,0.083,0.044,0.053,0.16,0.15,0,0,0,0,0,0,0,0,0,0,331.1825854
0.124,0.059,0.231,0.036,0.144,0.038,0.119,0.026,0.213,0.01,0,0,0,0,0,0,0,0,0,0,411.774122
0.083,0.175,0.097,0.009,0.137,0.111,0.072,0.11,0.067,0.139,0,0,0,0,0,0,0,0,0,0,530.7022248
0.125,0.059,0.057,0.129,0.039,0.129,0.104,0.133,0.11,0.115,0,0,0,0,0,0,0,0,0,0,409.8104249
0.168,0.068,0.067,0.138,0.12,0.137,0.021,0.137,0.007,0.137,0,0,0,0,0,0,0,0,0,0,339.8257915
0.155,0.061,0.066,0.124,0.033,0.108,0.162,0.14,0.132,0.019,0,0,0,0,0,0,0,0,0,0,357.6422234
0.218,0.038,0.116,0.111,0.127,0.234,0.014,0.046,0.006,0.09,0,0,0,0,0,0,0,0,0,0,288.0734283
0.119,0.158,0.044,0.195,0.074,0.123,0.069,0.045,0.083,0.09,0,0,0,0,0,0,0,0,0,0,422.5803706
0.039,0.095,0.084,0.052,0.147,0.151,0.035,0.113,0.138,0.146,0,0,0,0,0,0,0,0,0,0,856.0279697
0.187,0.077,0.229,0.05,0.014,0.211,0.171,0.031,0.01,0.02,0,0,0,0,0,0,0,0,0,0,317.4629693
0.09,0.119,0.049,0.059,0.101,0.087,0.057,0.173,0.139,0.126,0,0,0,0,0,0,0,0,0,0,504.4076504
0.188,0.148,0.005,0.114,0.149,0.111,0.037,0.078,0.159,0.011,0,0,0,0,0,0,0,0,0,0,316.4404102
0.05,0.171,0.091,0.045,0.103,0.041,0.078,0.138,0.143,0.14,0,0,0,0,0,0,0,0,0,0,731.2927584
0.156,0.119,0.062,0.084,0.136,0.049,0.033,0.148,0.088,0.125,0,0,0,0,0,0,0,0,0,0,356.1614433
0.023,0.071,0.019,0.199,0.147,0.112,0.197,0.078,0.029,0.125,0,0,0,0,0,0,0,0,0,0,1195.966846
0.135,0.169,0.059,0.192,0.061,0.037,0.046,0.081,0.081,0.139,0,0,0,0,0,0,0,0,0,0,390.2046354
0.055,0.049,0.199,0.078,0.053,0.01,0.155,0.161,0.209,0.031,0,0,0,0,0,0,0,0,0,0,688.6157511
0.07,0.16,0.121,0.087,0.04,0.103,0.101,0.143,0.034,0.141,0,0,0,0,0,0,0,0,0,0,590.9954707
0.117,0.087,0.145,0.056,0.148,0.155,0.058,0.082,0.109,0.043,0,0,0,0,0,0,0,0,0,0,427.1723928
0.037,0.092,0.06,0.13,0.105,0.113,0.14,0.151,0.105,0.067,0,0,0,0,0,0,0,0,0,0,884.8977787
0.057,0.165,0.106,0.189,0.145,0.19,0.1,0.018,0.02,0.01,0,0,0,0,0,0,0,0,0,0,672.483454
0.227,0.095,0.028,0.068,0.227,0.177,0.021,0.128,0.007,0.022,0,0,0,0,0,0,0,0,0,0,280.7707645
0.007,0.184,0.138,0.004,0.194,0.014,0.179,0.114,0.129,0.037,0,0,0,0,0,0,0,0,0,0,2512.83013
0.039,0.159,0.188,0.102,0.153,0.155,0.03,0.127,0.011,0.036,0,0,0,0,0,0,0,0,0,0,854.8409251
0.092,0.101,0.126,0.14,0.092,0.082,0.085,0.147,0.092,0.043,0,0,0,0,0,0,0,0,0,0,497.25
0.11,0.036,0.118,0.11,0.144,0.072,0.063,0.124,0.07,0.153,0,0,0,0,0,0,0,0,0,0,444.2653958
0.122,0.132,0.028,0.096,0.107,0.039,0.128,0.156,0.105,0.087,0,0,0,0,0,0,0,0,0,0,416.1050614
0.066,0.155,0.069,0.042,0.158,0.052,0.063,0.106,0.15,0.139,0,0,0,0,0,0,0,0,0,0,613.5494635
0.159,0.037,0.119,0.075,0.221,0.146,0.136,0.02,0.008,0.079,0,0,0,0,0,0,0,0,0,0,351.8464062
